"Season","Age","Tm","Lg","Pos","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","player","ID"
"2020-21",20,"POR","NBA","PF",48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-1.6,-2.7,-0.1,"Nassir Little","littlna01"
"2020-21",24,"GSW","NBA","C",61,1161,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2,1.4,3.4,0.139,-1.8,1,-0.9,0.3,"Kevon Looney","looneke01"
"2020-21",32,"MIL","NBA","C",70,1902,15.4,0.611,0.439,0.222,6,13,9.6,3.5,1,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0,0,0,0.9,"Brook Lopez","lopezbr01"
"2020-21",32,"WAS","NBA","C",71,1354,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,2.8,0.9,3.7,0.131,0.2,-1.2,-1,0.4,"Robin Lopez","lopezro01"
"2020-21",32,"CLE","NBA","PF",25,622,15.1,0.556,0.619,0.202,3,31.2,16.7,16,1.3,0.3,12.2,21.9,0.3,0.6,0.9,0.073,0.9,-0.9,-0.1,0.3,"Kevin Love","loveke01"
"2020-21",34,"TOR","NBA","PG",46,1601,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,2.9,1.3,4.1,0.124,2,-0.4,1.6,1.5,"Kyle Lowry","lowryky01"
"2020-21",25,"SAS","NBA","PF",23,358,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,0.3,0.3,0.6,0.085,-1.3,-0.5,-1.8,0,"Trey Lyles","lylestr01"
"2020-21",19,"OKC","NBA","PG",65,1778,8.2,0.489,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4,-1,-5,-1.3,"Théo Maledon","maledth01"
"2020-21",24,"LAC","NBA","SG",67,1263,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,2.4,1.3,3.7,0.141,-0.5,0.3,-0.2,0.6,"Terance Mann","mannte01"
"2020-21",32,"DAL","NBA","C",33,271,22.6,0.562,0.066,0.311,19.3,32.7,26,5.9,0.4,2.1,8,24.6,0.7,0.3,1,0.183,1.9,-2.6,-0.8,0.1,"Boban Marjanović","marjabo01"
"2020-21",23,"CHI","NBA","PF",51,1317,15.2,0.619,0.568,0.177,3,19.4,11.3,5,1,1,8.5,20.2,1.7,1.3,3,0.109,1,-0.9,0.1,0.7,"Lauri Markkanen","markkla01"
"2020-21",23,"NOP","NBA","SF",32,700,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,0.2,0.7,0.9,0.061,-2.1,0.8,-1.3,0.1,"Naji Marshall","marshna01"
"2020-21",25,"CHO","NBA","SF",53,818,9.5,0.465,0.488,0.25,4,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.4,0.9,0.5,0.03,-3.6,0.2,-3.4,-0.3,"Caleb Martin","martica02"
"2020-21",25,"CHO","NBA","SF",52,849,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.7,0.7,-2,0,"Cody Martin","martico01"
"2020-21",20,"HOU","NBA","SF",45,1068,14.6,0.59,0.302,0.264,7,17.6,12.1,6.8,1.3,3.4,9.7,15.6,1.3,0.9,2.2,0.099,-1.4,-0.4,-1.8,0,"Kenyon Martin Jr.","martike04"
"2020-21",24,"WAS","NBA","SG",64,1038,9.7,0.635,0.835,0.401,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1.7,0.6,2.3,0.108,-1.7,-0.1,-1.8,0.1,"Garrison Mathews","mathega01"
"2020-21",34,"LAL","NBA","SG",58,1130,7.2,0.517,0.782,0.163,2,7.2,4.6,6.3,1.6,1.3,8.8,11.4,0.2,1.5,1.7,0.073,-3.1,1.4,-1.7,0.1,"Wesley Matthews","matthwe02"
"2020-21",20,"PHI","NBA","SG",61,935,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23,0.8,1.1,1.9,0.099,-1,-0.5,-1.5,0.1,"Tyrese Maxey","maxeyty01"
"2020-21",23,"ATL","NBA","SG",33,269,16.8,0.569,0.408,0.255,4.2,10,7.1,16.4,2.6,0.7,7.6,19.1,0.5,0.3,0.8,0.14,1.2,0.7,1.9,0.3,"Skylar Mays","mayssk01"
"2020-21",29,"POR","NBA","SG",47,1600,20.8,0.577,0.475,0.15,2,10.6,6.2,23,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,5,-1.1,3.9,2.4,"CJ McCollum","mccolcj01"
"2020-21",28,"IND","NBA","PG",69,1796,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1,20.9,15.3,2.6,2.2,4.8,0.128,-0.2,1.7,1.4,1.5,"T.J. McConnell","mccontj01"
"2020-21",20,"MIN","NBA","PF",63,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,"Jaden McDaniels","mcdanja02"
"2020-21",23,"CHO","NBA","SF",47,904,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17,0.3,0.9,1.2,0.062,-2.8,-0.4,-3.2,-0.3,"Jalen McDaniels","mcdanja01"
"2020-21",29,"IND","NBA","PF",66,1619,15.6,0.635,0.43,0.147,4,10.7,7.4,7.8,0.6,0.3,7,20,3.1,0.7,3.8,0.112,1.4,-2,-0.6,0.6,"Doug McDermott","mcderdo01"
"2020-21",33,"TOT","NBA","C",46,678,17,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,-0.1,1.1,1,0.068,-3.3,0.8,-2.5,-0.1,"JaVale McGee","mcgeeja01"
"2020-21",33,"CLE","NBA","C",33,503,18.4,0.554,0.093,0.256,11.7,26.5,18.9,11.4,1.6,7.1,15.8,24.6,0,0.8,0.8,0.074,-2.3,1.2,-1.1,0.1,"JaVale McGee","mcgeeja01"
"2020-21",33,"DEN","NBA","C",13,175,12.9,0.498,0.06,0.179,15,29.7,22.4,4.8,0.8,7.8,17.2,21.8,-0.1,0.3,0.2,0.05,-6.4,-0.3,-6.6,-0.2,"JaVale McGee","mcgeeja01"
"2020-21",29,"DET","NBA","SG",16,194,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2,0.4,8.7,18.1,0.3,0.2,0.5,0.121,0.7,0,0.7,0.1,"Rodney McGruder","mcgruro01"
"2020-21",24,"MIN","NBA","PG",51,938,12,0.502,0.38,0.124,2.3,10.4,6.2,28,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2,0.2,-1.7,0.1,"Jordan McLaughlin","mclaujo01"
"2020-21",22,"MEM","NBA","PG",52,1045,15.2,0.568,0.537,0.13,3,13.4,8.2,17.5,2.7,2.7,13.7,19.5,0.7,1.5,2.2,0.103,0.6,1.7,2.3,1.1,"De'Anthony Melton","meltode01"
"2020-21",24,"MIL","NBA","SG",30,233,11.9,0.603,0.653,0.056,2.8,10.4,6.8,11.4,1.6,0.4,11.9,15,0.3,0.2,0.5,0.102,-0.7,-0.3,-1,0.1,"Sam Merrill","merrisa01"
"2020-21",23,"SAC","NBA","C",36,488,14.5,0.571,0.207,0.24,7,18.7,12.7,8.2,1.4,3.1,12.8,20,0.3,0.3,0.6,0.061,-2.2,-1.3,-3.6,-0.2,"Chimezie Metu","metuch01"
"2020-21",29,"MIL","NBA","SF",68,2269,18.2,0.588,0.34,0.22,2.6,15.7,9.4,23.2,1.5,0.4,13.1,25,4.1,2.2,6.4,0.135,1.7,-0.3,1.3,1.9,"Khris Middleton","middlkh01"
"2020-21",32,"SAS","NBA","PG",68,1685,11.8,0.57,0.702,0.128,1.1,6.3,3.7,13.5,1.2,0.2,9.3,18.4,1.3,0.8,2.2,0.062,0,-1.2,-1.2,0.4,"Patty Mills","millspa02"
"2020-21",24,"PHI","NBA","SG",63,1461,14.6,0.549,0.304,0.264,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,1.1,1.6,2.8,0.091,-0.7,-1,-1.6,0.1,"Shake Milton","miltosh01"
"2020-21",24,"UTA","NBA","PG",53,1771,21.3,0.569,0.423,0.29,3.1,10.6,7,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.6,-0.2,4.3,2.8,"Donovan Mitchell","mitchdo01"
"2020-21",22,"CHO","NBA","SG",42,878,13.6,0.569,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,0.5,0.5,1,0.054,0.2,-2,-1.8,0,"Malik Monk","monkma01"
"2020-21",21,"MEM","NBA","PG",63,2053,16.7,0.537,0.252,0.389,3,10.1,6.5,33.5,1.3,0.6,15.3,27.2,1.6,1.6,3.2,0.074,1.3,-1.6,-0.4,0.8,"Ja Morant","moranja01"
"2020-21",31,"LAC","NBA","PF",57,1502,14.5,0.614,0.507,0.152,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,2.1,1.5,3.6,0.115,0.9,-0.8,0,0.8,"Marcus Morris","morrima03"
"2020-21",31,"LAL","NBA","PF",61,1200,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,-0.2,1.8,1.6,0.062,-2.9,0.3,-2.6,-0.2,"Markieff Morris","morrima02"
"2020-21",25,"DEN","NBA","PG",47,1196,14,0.574,0.346,0.189,1,8,4.6,17.1,1.4,1.1,7.5,16.5,2,0.8,2.9,0.115,0.1,-0.5,-0.3,0.5,"Monte Morris","morrimo01"
"2020-21",24,"SAS","NBA","PG",67,2139,16.5,0.509,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7,2.6,3.3,0.074,-0.2,1,0.8,1.5,"Dejounte Murray","murrade01"
"2020-21",23,"DEN","NBA","PG",48,1704,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,0.129,2.7,-0.7,2,1.7,"Jamal Murray","murraja01"
"2020-21",29,"OKC","NBA","C",35,645,14.7,0.599,0.689,0.135,3,18.4,10.6,7,0.6,1.5,6.9,20,0.9,0.4,1.3,0.096,0.9,-1,-0.1,0.3,"Mike Muscala","muscami01"
"2020-21",23,"TOT","NBA","SF,SG",66,1324,10.4,0.529,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,"Svi Mykhailiuk","mykhasv01"
"2020-21",23,"DET","NBA","SF",36,634,10.2,0.527,0.767,0.135,1.9,11.2,6.5,13.5,2.1,0.8,14.2,19,-0.3,0.6,0.3,0.025,-1.5,-0.2,-1.8,0,"Svi Mykhailiuk","mykhasv01"
"2020-21",23,"OKC","NBA","SG",30,690,10.6,0.531,0.505,0.071,1.9,11.6,6.7,12.3,1.7,0.8,14.4,21,-0.5,0.5,-0.1,-0.004,-2.3,-1.1,-3.3,-0.2,"Svi Mykhailiuk","mykhasv01"
"2020-21",28,"CLE","NBA","PF",35,1091,13.2,0.557,0.419,0.18,5.4,19,12.1,14.4,2.8,1.4,15.8,13.9,0.5,1.3,1.8,0.08,-1.4,1.8,0.4,0.7,"Larry Nance Jr.","nancela02"
"2020-21",21,"BOS","NBA","SF",46,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,"Aaron Nesmith","nesmiaa01"
"2020-21",28,"WAS","NBA","PG",64,1403,13,0.575,0.367,0.19,2.1,9.6,5.9,14,2.4,0.4,9.9,15.8,1.5,1.3,2.8,0.097,-1.4,0.9,-0.6,0.5,"Raul Neto","netora01"
"2020-21",27,"UTA","NBA","PF",72,1154,11.4,0.602,0.721,0.057,2.7,13,8.1,7.3,1.1,0.6,10.9,17.4,1.2,1.4,2.6,0.108,-0.4,0.1,-0.3,0.5,"Georges Niang","niangge01"
"2020-21",20,"DEN","NBA","PF",42,397,11.3,0.615,0.567,0.144,4,14.5,9.3,3.3,1,1,6,12.9,0.6,0.3,0.9,0.104,-0.6,-1.1,-1.7,0,"Zeke Nnaji","nnajize01"
"2020-21",26,"NYK","NBA","C",64,1547,14.8,0.638,0.013,0.314,10.1,18.4,14.3,4.1,2.3,8.7,20.4,9.2,1.6,3.6,5.2,0.162,-2.4,3.8,1.4,1.3,"Nerlens Noel","noelne01"
"2020-21",21,"MIN","NBA","SG",42,759,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,0.3,0.4,0.7,0.044,-1.5,-1.4,-2.8,-0.2,"Jaylen Nowell","nowelja01"
"2020-21",22,"NYK","NBA","PG",33,322,7.7,0.512,0.608,0.228,2,8.3,5.2,8.1,2.8,1.2,11.2,13.6,0,0.5,0.5,0.07,-4.2,2.5,-1.7,0,"Frank Ntilikina","ntilila01"
"2020-21",25,"MIA","NBA","PG",56,1650,14.2,0.596,0.486,0.091,1.5,10.8,6.2,14.5,1.6,0.9,10.5,20.9,1.4,1.5,2.9,0.084,-0.1,-0.4,-0.5,0.6,"Kendrick Nunn","nunnke01"
"2020-21",26,"POR","NBA","C",37,880,20.5,0.554,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4,16,22.3,1.2,1.2,2.4,0.133,0.7,1.8,2.5,1,"Jusuf Nurkić","nurkiju01"
"2020-21",22,"MIL","NBA","SF",30,274,16.1,0.586,0.459,0.185,3.6,18.9,11.5,3.6,2.7,2.3,14.1,26,0,0.4,0.4,0.068,-0.7,-0.4,-1.1,0.1,"Jordan Nwora","nworajo01"
"2020-21",27,"UTA","NBA","SF",71,2241,9.9,0.599,0.706,0.117,4.4,18,11.5,10.4,1.2,1.2,16.7,9.6,2.3,3.3,5.6,0.121,-1.2,2.1,1,1.7,"Royce O'Neale","onealro01"
"2020-21",22,"ORL","NBA","PF",45,1133,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10,14.5,0.3,1,1.3,0.056,-1.9,0.5,-1.5,0.1,"Chuma Okeke","okekech01"
"2020-21",22,"MIN","NBA","SG",59,1197,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7,2.1,2,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4,"Josh Okogie","okogijo01"
"2020-21",20,"ATL","NBA","C",50,601,16.8,0.655,0.02,0.383,11.5,18,14.9,4.4,1.9,4.8,14.3,14.7,1.1,0.8,1.9,0.155,-2.2,0.8,-1.4,0.1,"Onyeka Okongwu","okongon01"
"2020-21",20,"CLE","NBA","SG",67,2173,7.9,0.514,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1,12,14.3,-0.1,1,0.9,0.02,-4.2,-0.9,-5.1,-1.7,"Isaac Okoro","okorois01"
"2020-21",21,"MIA","NBA","PF",37,447,5.2,0.448,0.521,0.156,5.5,11.8,8.7,5.8,1.1,2.6,12.8,11.9,-0.3,0.4,0.1,0.015,-6.5,-0.6,-7.1,-0.6,"KZ Okpala","okpalkz01"
"2020-21",28,"TOT","NBA","SG",33,1080,14.3,0.512,0.415,0.24,1.2,15.1,8,22.8,2,1.2,11.5,28.5,-0.6,1,0.4,0.017,-0.9,-0.8,-1.7,0.1,"Victor Oladipo","oladivi01"
"2020-21",28,"IND","NBA","SG",9,300,15.5,0.535,0.454,0.243,0.4,18,9.2,18.7,2.4,0.5,9.7,26.4,0,0.3,0.4,0.063,0,-0.1,-0.2,0.1,"Victor Oladipo","oladivi01"
"2020-21",28,"HOU","NBA","SG",20,669,14.9,0.508,0.402,0.218,1.2,14.5,7.6,25.3,1.7,1.3,10.9,29.8,-0.3,0.5,0.1,0.009,-0.3,-1,-1.3,0.1,"Victor Oladipo","oladivi01"
"2020-21",28,"MIA","NBA","SG",4,111,8.1,0.471,0.395,0.419,3.1,11.1,7.2,18.9,3.1,1.9,21.6,26.4,-0.3,0.2,-0.1,-0.06,-7.1,-1.6,-8.7,-0.2,"Victor Oladipo","oladivi01"
"2020-21",29,"TOT","NBA","C,PF",70,1997,16.4,0.61,0.528,0.251,4.8,22.5,13.6,16,1.9,2.1,14,19.7,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6,"Kelly Olynyk","olynyke01"
"2020-21",29,"MIA","NBA","C",43,1157,12.1,0.549,0.646,0.106,4.4,21.1,12.9,11.7,1.7,2.4,12.3,17.5,0.3,1.6,1.9,0.078,-1.6,1,-0.7,0.4,"Kelly Olynyk","olynyke01"
"2020-21",29,"HOU","NBA","PF",27,840,22.3,0.674,0.389,0.421,5.2,24.5,14.5,21.9,2.2,1.7,15.7,22.9,2.2,1,3.2,0.182,2.9,0.9,3.8,1.2,"Kelly Olynyk","olynyke01"
"2020-21",25,"CLE","NBA","SF",59,1510,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1,0.5,0.014,-2.3,-0.9,-3.2,-0.5,"Cedi Osman","osmande01"
"2020-21",25,"GSW","NBA","SF",55,1687,13.3,0.529,0.394,0.244,5.2,15.4,10.4,6.5,1.6,2.2,8,22.1,0,2.2,2.2,0.062,-1.4,-0.5,-1.9,0,"Kelly Oubre Jr.","oubreke01"
"2020-21",35,"PHO","NBA","PG",70,2199,21.4,0.599,0.294,0.206,1.3,14.5,8,40.9,2.2,0.8,14,22.6,6.5,2.7,9.2,0.201,3.5,1.1,4.6,3.6,"Chris Paul","paulch01"
"2020-21",26,"PHO","NBA","PG",60,1079,17.4,0.602,0.42,0.142,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,2.4,1.2,3.6,0.158,2.1,1,3.1,1.4,"Cameron Payne","payneca01"
"2020-21",28,"GSW","NBA","PG",10,40,29.2,0.847,0.308,0.308,5.4,23.6,14.6,4.1,7,2.2,6.3,16.8,0.2,0.1,0.3,0.331,1,8.2,9.2,0.1,"Gary Payton II","paytoga02"
"2020-21",25,"NYK","NBA","SG",17,34,-8.1,0.111,0.889,0,0,15.8,8,3.7,0,0,10,13.1,-0.2,0,-0.1,-0.205,-13.2,-2.5,-15.7,-0.1,"Theo Pinson","pinsoth01"
"2020-21",30,"DET","NBA","C",56,1499,18.7,0.638,0.018,0.444,10.6,28.1,19.3,21,1.4,2.9,18.7,16.3,3,2.1,5.1,0.164,0.2,2,2.2,1.6,"Mason Plumlee","plumlma01"
"2020-21",25,"SAS","NBA","C",69,1845,17.5,0.612,0,0.288,12.4,19.3,15.8,10.1,1.2,5.7,14.6,13.4,3.2,2.5,5.7,0.148,-0.5,1.2,0.8,1.3,"Jakob Poeltl","poeltja01"
"2020-21",19,"OKC","NBA","PF",45,1090,6.1,0.43,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1,-1.9,-0.084,-5.1,-1,-6.1,-1.1,"Aleksej Pokusevski","pokusal01"
"2020-21",21,"GSW","NBA","SG",51,988,15.1,0.581,0.582,0.251,1.6,8.2,5,15.4,1.2,0.8,8.8,25,1.1,0.9,1.9,0.094,0.7,-1.2,-0.5,0.4,"Jordan Poole","poolejo01"
"2020-21",20,"HOU","NBA","SG",26,835,12.5,0.528,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,-0.3,0.3,0,0,-1.1,-2.4,-3.5,-0.3,"Kevin Porter Jr.","porteke02"
"2020-21",22,"DEN","NBA","SF",61,1912,20.6,0.663,0.468,0.164,5.4,20.9,13.2,5.6,1,2.8,8.1,21.7,4.8,2.1,6.9,0.173,4,-0.9,3.1,2.5,"Michael Porter Jr.","portemi01"
"2020-21",27,"TOT","NBA","PF,SF",28,606,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,0.6,0.7,1.3,0.101,0,0,0,0.3,"Otto Porter Jr.","porteot01"
"2020-21",27,"CHI","NBA","SF",25,540,14.8,0.566,0.47,0.183,5.8,22.4,14.2,13.1,1.1,0.6,10.3,19.5,0.6,0.6,1.2,0.108,0.4,-0.3,0.2,0.3,"Otto Porter Jr.","porteot01"
"2020-21",27,"ORL","NBA","PF",3,66,11.7,0.441,0.36,0.2,0,22.8,11,11.5,2.9,0,0,17.8,0,0.1,0.1,0.05,-3.5,1.7,-1.7,0,"Otto Porter Jr.","porteot01"
"2020-21",25,"MIL","NBA","C",66,1372,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2,4.8,0.167,1.8,-0.4,1.5,1.2,"Bobby Portis","portibo01"
"2020-21",25,"DAL","NBA","C",43,1327,21.3,0.582,0.378,0.202,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,2.6,1.7,4.3,0.154,3,-0.8,2.2,1.4,"Kristaps Porziņģis","porzikr01"
"2020-21",29,"DAL","NBA","C",58,966,16.8,0.688,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,0.188,-0.7,1.3,0.6,0.6,"Dwight Powell","poweldw01"
"2020-21",27,"TOT","NBA","SF,SG",69,2205,16.2,0.618,0.453,0.295,2,8.8,5.3,9.2,1.8,0.8,10.3,22.6,3.4,1.3,4.7,0.103,1.1,-0.7,0.4,1.3,"Norman Powell","powelno01"
"2020-21",27,"TOR","NBA","SG",42,1277,17.7,0.645,0.475,0.288,1.6,9.6,5.4,10,1.8,0.6,10.8,24.2,2.3,0.9,3.2,0.12,2.2,-0.7,1.5,1.1,"Norman Powell","powelno01"
"2020-21",27,"POR","NBA","SF",27,928,14.2,0.576,0.418,0.307,2.6,7.8,5.1,8.1,1.8,1,9.5,20.5,1.1,0.4,1.5,0.078,-0.5,-0.7,-1.2,0.2,"Norman Powell","powelno01"
"2020-21",26,"TOT","NBA","PF",41,905,12.1,0.54,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.8,1,0.052,-1.2,-0.6,-1.8,0,"Taurean Prince","princta02"
"2020-21",26,"BRK","NBA","PF",12,218,11.7,0.565,0.5,0.365,1.1,15.4,8.6,4.3,1.8,3.2,11.4,19.4,0,0.2,0.3,0.062,-2.2,0.1,-2.2,0,"Taurean Prince","princta02"
"2020-21",26,"CLE","NBA","PF",29,687,12.2,0.532,0.466,0.194,2.7,15.2,8.8,15.5,1.4,1.9,11.6,19.7,0.2,0.5,0.7,0.049,-0.9,-0.8,-1.7,0,"Taurean Prince","princta02"
"2020-21",23,"BOS","NBA","SG",66,1268,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,"Payton Pritchard","pritcpa01"
"2020-21",21,"NYK","NBA","PG",64,1243,15.8,0.557,0.522,0.3,2.2,9.7,6,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,"Immanuel Quickley","quickim01"
"2020-21",26,"NYK","NBA","PF",71,2667,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,"Julius Randle","randlju01"
"2020-21",21,"ATL","NBA","SF",26,750,9.3,0.488,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.026,-3.3,0.1,-3.2,-0.2,"Cam Reddish","reddica01"
"2020-21",21,"PHI","NBA","PF",26,177,21.2,0.54,0.077,0.103,19,18.9,19,11,2.7,6.6,12.8,22.7,0.2,0.4,0.6,0.162,-1.8,0.8,-1,0,"Paul Reed","reedpa01"
"2020-21",21,"MIN","NBA","C",70,1347,18.2,0.599,0.299,0.286,6.4,20,12.9,8.7,1.2,4.9,9.5,22.5,1.9,1.3,3.2,0.113,-0.1,-0.2,-0.2,0.6,"Naz Reid","reidna01"
"2020-21",23,"CHO","NBA","PF",18,63,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.2,0,0,17.8,11.5,0,0,0,0.026,-5.9,-2.1,-8,-0.1,"Nick Richards","richani01"
"2020-21",27,"DAL","NBA","SG",59,1790,11.9,0.537,0.432,0.175,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,1,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1,"Josh Richardson","richajo01"
"2020-21",28,"TOT","NBA","SG",36,845,9.9,0.551,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,0.4,0.9,1.3,0.072,-2.2,0.3,-1.9,0,"Austin Rivers","riverau01"
"2020-21",28,"NYK","NBA","SG",21,442,9.5,0.545,0.57,0.104,1.2,10.2,5.8,13.9,1.4,0,13.5,16.5,0.1,0.5,0.6,0.063,-2.4,0.2,-2.2,0,"Austin Rivers","riverau01"
"2020-21",28,"DEN","NBA","SG",15,403,10.3,0.558,0.655,0.155,0.8,9,4.9,12.5,2.2,0.5,10.6,14.2,0.3,0.4,0.7,0.081,-2.1,0.4,-1.7,0,"Austin Rivers","riverau01"
"2020-21",26,"MIA","NBA","SF",72,2262,11,0.628,0.855,0.105,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,1.9,1.8,3.7,0.079,-0.2,-0.8,-1,0.6,"Duncan Robinson","robindu01"
"2020-21",22,"NYK","NBA","C",31,853,17.7,0.642,0,0.301,14.5,17.5,16,2.9,2.1,5,11.5,11.8,1.8,1.7,3.4,0.192,-0.3,1.5,1.2,0.7,"Mitchell Robinson","robinmi01"
"2020-21",22,"OKC","NBA","PF",61,1425,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19,17.7,-0.3,1.5,1.3,0.043,-3.7,0.4,-3.3,-0.5,"Isaiah Roby","robyis01"
"2020-21",32,"TOT","NBA","PG",50,1279,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,"Derrick Rose","rosede01"
"2020-21",32,"DET","NBA","PG",15,342,17.1,0.517,0.212,0.272,1.9,7.6,4.7,32.5,2.6,1,12.3,30,0,0.3,0.4,0.051,0.7,-0.2,0.6,0.2,"Derrick Rose","rosede01"
"2020-21",32,"NYK","NBA","PG",35,937,18.8,0.565,0.211,0.18,1.6,10,5.9,26.3,1.7,1.5,9.6,24.3,1.5,1.2,2.8,0.142,1.9,0.5,2.4,1,"Derrick Rose","rosede01"
"2020-21",29,"ORL","NBA","SG",46,1347,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1,0.9,0.03,-1.4,-0.8,-2.3,-0.1,"Terrence Ross","rosste01"
"2020-21",26,"CHO","NBA","SG",69,2383,17.1,0.575,0.504,0.178,2.1,11.8,6.9,20,1.8,1.1,9.5,24.4,3.3,2,5.2,0.105,2.2,-0.5,1.6,2.2,"Terry Rozier","roziete01"
"2020-21",30,"MIN","NBA","PG",68,1772,13.5,0.516,0.43,0.301,1.6,12.4,6.8,33.3,2.6,0.2,16.4,16,1.9,1.3,3.1,0.085,-1.9,0,-1.9,0,"Ricky Rubio","rubiori01"
"2020-21",24,"MIN","NBA","PG",42,1196,17.6,0.555,0.475,0.229,1.4,8.9,5,33.6,1.8,1.3,13.5,29.1,1,0.6,1.6,0.063,3.3,-1.7,1.6,1.1,"D'Angelo Russell","russeda01"
