"Season","Age","Tm","Lg","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","player","ID"
"2020-21",24,"Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Did Not Play (other pro league—Israel)","Tyler Dorsey","dorsety01"
"2020-21",21,"OKC","NBA","SG","52","52","29.7","4.8","12.3","0.387","2.2","6.3","0.343","2.6","6","0.432","0.475","2.3","3.2","0.744","0.7","2.9","3.6","1.7","0.9","0.4","1.5","2.6","14","Luguentz Dort","dortlu01"
"2020-21",21,"CHI","NBA","PG","11","0","4.5","1","1.9","0.524","0.1","0.6","0.143","0.9","1.3","0.714","0.548","0","0",NA,"0.2","0.3","0.5","0.6","0.4","0","0","0.3","2.1","Devon Dotson","dotsode01"
"2020-21",24,"DEN","NBA","SG","50","6","21.8","3","7.1","0.417","0.9","3","0.315","2","4.1","0.49","0.483","0.8","1.3","0.636","0.7","2.9","3.6","1.8","0.6","0.4","0.9","1.7","7.7","PJ Dozier","doziepj01"
"2020-21",34,"MIA","NBA","PG","50","11","26.7","4.8","11.1","0.432","1.8","4.9","0.373","3","6.2","0.479","0.514","2","2.4","0.828","0.5","2.9","3.4","4.4","0.7","0.2","2.4","2.3","13.4","Goran Dragić","dragigo01"
"2020-21",27,"TOT","NBA","C","46","46","27","6.1","12.4","0.493","0","0.2","0","6.1","12.3","0.5","0.493","2.7","4.5","0.6","3.6","8.4","12","2","1.4","1.1","2.7","3.2","14.9","Andre Drummond","drumman01"
"2020-21",27,"CLE","NBA","C","25","25","28.9","7.2","15.2","0.474","0","0.3","0","7.2","14.9","0.484","0.474","3.1","5.2","0.597","4","9.4","13.5","2.6","1.6","1.2","3.2","2.8","17.5","Andre Drummond","drumman01"
"2020-21",27,"LAL","NBA","C","21","21","24.8","4.9","9.1","0.531","0","0",NA,"4.9","9.1","0.531","0.531","2.2","3.6","0.605","3.1","7.1","10.2","1.4","1.1","1","2","3.8","11.9","Andre Drummond","drumman01"
"2020-21",26,"ATL","NBA","PG","4","0","11.3","0.3","3","0.083","0","0.5","0","0.3","2.5","0.1","0.083","0.8","1","0.75","0","1.5","1.5","0.5","0.5","0.5","0.8","2.5","1.3","Kris Dunn","dunnkr01"
"2020-21",32,"BRK","NBA","PF","35","32","33.1","9.3","17.2",".537","2.4","5.4",".450","6.8","11.8",".577",".608","6.0","6.8",".882","0.4","6.7","7.1","5.6","0.7","1.3","3.4","2.0","26.9","Kevin Durant","duranke01"
"2020-21",19,"MIN","NBA","SG","72","55","32.1","7","16.8","0.417","2.4","7.2","0.329","4.6","9.6","0.483","0.488","2.9","3.8","0.776","0.8","3.8","4.7","2.9","1.1","0.5","2.2","1.8","19.3","Anthony Edwards","edwaran01"
"2020-21",26,"PHI","NBA","C","51","51","31.1","9.0","17.6",".513","1.1","3.0",".377","7.9","14.6",".541",".545","9.2","10.7",".859","2.2","8.4","10.6","2.8","1.0","1.4","3.1","2.4","28.5","Joel Embiid","embiijo01"
"2020-21",23,"SAS","NBA","C","54","3","14","2.1","3.8","0.566","0","0","1","2.1","3.8","0.562","0.571","1.4","2","0.726","1.4","3.1","4.5","0.8","0.3","0.9","0.8","1.6","5.8","Drew Eubanks","eubandr01"
"2020-21",22,"ATL","NBA","C","33","0","6.8","0.5","1.3","0.409","0","0.1","0","0.5","1.3","0.429","0.409","0.5","0.7","0.682","0.5","1.9","2.4","0.3","0.1","0.1","0.6","0.7","1.5","Bruno Fernando","fernabr01"
"2020-21",27,"DAL","NBA","PF","60","60","32","3.7","7.8","0.472","2","5","0.394","1.7","2.7","0.616","0.6","0.5","0.7","0.756","1.6","3.8","5.4","1.7","0.9","0.4","0.8","2.3","9.8","Dorian Finney-Smith","finnedo01"
"2020-21",22,"TOR","NBA","PG","47","14","19.7","2.7","7.2","0.374","1.1","3.6","0.321","1.6","3.7","0.424","0.453","1","1.2","0.804","0.2","2.3","2.5","2.9","0.8","0.1","0.9","1.4","7.5","Malachi Flynn","flynnma01"
"2020-21",27,"MIL","NBA","SG","70","10","19.3","3.6","7.6","0.473","2.2","4.9","0.452","1.4","2.7","0.511","0.618","0.7","0.9","0.77","0.2","1.4","1.6","0.6","0.3","0","0.6","1.1","10","Bryn Forbes","forbebr01"
"2020-21",22,"UTA","NBA","PG","30","0","10.1","1.1","2.4","0.451","0.2","0.9","0.192","0.9","1.5","0.6","0.486","0.6","0.6","1","0.4","1.1","1.5","1.5","0.3","0.1","0.7","0.7","2.9","Trent Forrest","forretr01"
"2020-21",28,"TOT","NBA","SF,SG","42","36","30","5.9","12.9","0.457","2.8","6.7","0.413","3.1","6.1","0.504","0.565","2.6","3.3","0.788","0.2","2.8","3","3.4","1.1","0.5","1.7","2.3","17.1","Evan Fournier","fournev01"
"2020-21",28,"ORL","NBA","SF","26","26","30.3","6.5","14.2","0.461","2.8","7.2","0.388","3.7","7","0.536","0.56","3.8","4.7","0.797","0.2","2.7","2.9","3.7","1","0.3","2.1","2.1","19.7","Evan Fournier","fournev01"
"2020-21",28,"BOS","NBA","SG","16","10","29.5","4.8","10.8","0.448","2.8","5.9","0.463","2.1","4.8","0.429","0.576","0.6","0.9","0.714","0.3","3","3.3","3.1","1.3","0.6","1.2","2.6","13","Evan Fournier","fournev01"
"2020-21",23,"SAC","NBA","PG","58","58","35.1","9.1","19.1","0.477","1.8","5.5","0.322","7.3","13.6","0.539","0.523","5.2","7.2","0.719","0.6","2.9","3.5","7.2","1.5","0.5","3","2.9","25.2","De'Aaron Fox","foxde01"
"2020-21",22,"ORL","NBA","PG","8","8","26.9","5.1","13","0.394","0.5","2","0.25","4.6","11","0.42","0.413","2.1","2.4","0.895","0.6","2.5","3.1","5.4","1","0.3","2.3","2.3","12.9","Markelle Fultz","fultzma01"
"2020-21",23,"NOP","NBA","PF","21","0","11.5","1.1","2.9","0.4","0.6","1.5","0.406","0.5","1.3","0.393","0.508","0.5","0.8","0.647","1","1.6","2.6","0.5","0.4","0.4","0.7","1.5","3.4","Wenyen Gabriel","gabriwe01"
"2020-21",22,"TOT","NBA","C,PF","54","11","14.6","2.9","4.2","0.684","0","0",NA,"2.9","4.2","0.684","0.684","1.3","2","0.667","1.7","2.5","4.3","0.5","0.5","1.4","0.8","1.8","7","Daniel Gafford","gaffoda01"
"2020-21",22,"CHI","NBA","PF","31","11","12.4","1.9","2.8","0.69","0","0",NA,"1.9","2.8","0.69","0.69","0.9","1.3","0.659","1.4","1.9","3.3","0.5","0.4","1.1","0.7","1.7","4.7","Daniel Gafford","gaffoda01"
"2020-21",22,"WAS","NBA","C","23","0","17.7","4.1","6","0.681","0","0",NA,"4.1","6","0.681","0.681","2","2.9","0.672","2.2","3.4","5.6","0.5","0.7","1.8","0.8","1.9","10.1","Daniel Gafford","gaffoda01"
"2020-21",21,"CLE","NBA","PG","54","50","33.1","6.7","14.9","0.451","1.9","4.9","0.395","4.8","9.9","0.479","0.517","2.1","2.4","0.848","0.4","2","2.4","6.1","1.2","0.1","3","2","17.4","Darius Garland","garlada01"
"2020-21",34,"SAS","NBA","PF","63","1","21.6","4.2","10","0.42","1.7","4.4","0.381","2.5","5.6","0.451","0.505","1.3","1.6","0.804","0.7","4.1","4.8","1.4","0.7","0.6","1","1.8","11.4","Rudy Gay","gayru01"
"2020-21",30,"LAC","NBA","SF","54","54","33.7","8.2","17.6","0.467","3.2","7.7","0.411","5.1","9.9","0.51","0.557","3.7","4.2","0.868","0.8","5.8","6.6","5.2","1.1","0.4","3.3","2.4","23.3","Paul George","georgpa01"
"2020-21",35,"NYK","NBA","C","45","3","20.8","2.2","3.5","0.627","0.1","0.3","0.2","2.1","3.2","0.671","0.636","0.9","1.2","0.727","2.2","3.4","5.6","0.8","0.7","1.1","0.5","2.2","5.4","Taj Gibson","gibsota01"
"2020-21",22,"OKC","NBA","SG","35","35","33.7","8.2","16.1","0.508","2","4.9","0.418","6.2","11.3","0.547","0.571","5.3","6.5","0.808","0.5","4.2","4.7","5.9","0.8","0.7","3","2","23.7","Shai Gilgeous-Alexander","gilgesh01"
"2020-21",28,"WAS","NBA","PF","26","4","8.4","1.2","2.3","0.5","0.3","0.9","0.292","0.9","1.4","0.639","0.558","0.5","0.6","0.813","0.6","1.3","2","0.4","0.4","0.2","0.3","1","3.1","Anthony Gill","gillan01"
"2020-21",28,"UTA","NBA","C","71","71","30.8","5.5","8.2","0.675","0","0.1","0","5.5","8.1","0.68","0.675","3.3","5.3","0.623","3.4","10.1","13.5","1.3","0.6","2.7","1.7","2.3","14.3","Rudy Gobert","goberru01"
"2020-21",25,"TOT","NBA","PF","50","50","27.7","4.6","10","0.463","1.2","3.5","0.335","3.4","6.5","0.533","0.522","1.9","3","0.651","1.5","4.1","5.7","3.2","0.7","0.7","1.9","1.8","12.4","Aaron Gordon","gordoaa01"
"2020-21",25,"ORL","NBA","PF","25","25","29.4","5.1","11.7","0.437","1.7","4.5","0.375","3.4","7.2","0.475","0.509","2.6","4.2","0.629","1.6","5.1","6.6","4.2","0.6","0.8","2.7","2","14.6","Aaron Gordon","gordoaa01"
"2020-21",25,"DEN","NBA","PF","25","25","25.9","4.1","8.2","0.5","0.7","2.6","0.266","3.4","5.7","0.606","0.541","1.2","1.8","0.705","1.5","3.2","4.7","2.2","0.7","0.6","1.2","1.6","10.2","Aaron Gordon","gordoaa01"
"2020-21",32,"HOU","NBA","SG","27","13","29.2","5.9","13.6","0.433","2.6","7.8","0.329","3.3","5.8","0.573","0.527","3.5","4.2","0.825","0.3","1.9","2.1","2.6","0.5","0.5","1.9","1.6","17.8","Eric Gordon","gordoer01"
"2020-21",25,"CHO","NBA","PG","55","44","30.2","4.6","12.2","0.377","3.3","8.7","0.375","1.3","3.5","0.38","0.51","2.4","2.9","0.842","0.4","2.3","2.7","5.4","0.9","0.1","1.5","1.4","14.8","Devonte' Graham","grahade01"
"2020-21",26,"DET","NBA","SF","54","54","33.9","7.4","17.3","0.429","2.1","6.1","0.35","5.3","11.2","0.473","0.491","5.4","6.4","0.845","0.6","4","4.6","2.8","0.6","1.1","2","2.3","22.3","Jerami Grant","grantje01"
"2020-21",33,"PHI","NBA","SF","69","69","28","3.2","7.9","0.412","2.5","6.3","0.405","0.7","1.6","0.438","0.573","0.4","0.6","0.775","0.8","3","3.8","1.7","1.3","0.8","1","1.8","9.5","Danny Green","greenda02"
"2020-21",30,"GSW","NBA","PF","63","63","31.5","2.7","6","0.447","0.5","2","0.27","2.2","4","0.535","0.492","1.1","1.4","0.795","0.9","6.3","7.1","8.9","1.7","0.8","3","3.1","7","Draymond Green","greendr01"
"2020-21",30,"DEN","NBA","PF","58","5","19.3","3","6.4","0.463","1.4","3.4","0.399","1.6","3","0.534","0.568","0.8","1","0.807","1.5","3.3","4.8","0.9","0.4","0.4","0.9","2.5","8.1","JaMychal Green","greenja01"
"2020-21",27,"TOT","NBA","SF,SG","41","2","11.5","1.3","2.5","0.52","0.2","0.7","0.333","1","1.8","0.597","0.569","0.7","1","0.75","0.6","1.1","1.7","0.4","0.7","0.1","0.5","1.1","3.6","Javonte Green","greenja02"
"2020-21",27,"BOS","NBA","SF","25","2","13.8","1.6","2.8","0.549","0.3","0.9","0.318","1.3","2","0.653","0.599","0.8","1.2","0.667","0.8","1.3","2.1","0.4","0.7","0.1","0.5","1.3","4.2","Javonte Green","greenja02"
"2020-21",27,"CHI","NBA","SG","16","0","8","0.9","1.9","0.452","0.2","0.5","0.375","0.7","1.4","0.478","0.5","0.6","0.6","1","0.4","0.8","1.2","0.4","0.6","0.3","0.4","0.8","2.6","Javonte Green","greenja02"
"2020-21",34,"BRK","NBA","PF","68","38","27.0","3.8","7.8",".492","1.5","3.7",".412","2.3","4.1",".564",".590","1.8","2.4",".776","0.5","3.4","3.9","1.6","0.5","0.4","0.8","1.8","11.0","Jeff Green","greenje02"
"2020-21",20,"DAL","NBA","SG","39","5","11.4","1.1","2.4","0.452","0.1","0.6","0.16","1","1.7","0.559","0.473","0.3","0.6","0.565","0.7","1.3","2","0.7","0.4","0.1","0.4","0.9","2.6","Josh Green","greenjo02"
"2020-21",31,"TOT","NBA","PF","46","30","25.8","3.8","8.9",".423","1.5","4.5",".341","2.3","4.5",".505",".509","1.9","2.5",".744","0.8","4.1","4.9","3.0","0.7","0.3","1.3","2.4","11.0","Blake Griffin","griffbl01"
"2020-21",31,"DET","NBA","PF","20","20","31.3","4.1","11.1",".365","2.0","6.2",".315","2.1","4.9",".429",".453","2.2","3.1",".710","0.4","4.9","5.2","3.9","0.7","0.1","1.6","2.1","12.3","Blake Griffin","griffbl01"
"2020-21",31,"BRK","NBA","PF","26","10","21.5","3.6","7.3",".492","1.2","3.1",".383","2.4","4.2",".574",".574","1.7","2.1",".782","1.1","3.6","4.7","2.4","0.7","0.5","1.2","2.7","10.0","Blake Griffin","griffbl01"
"2020-21",22,"WAS","NBA","PF","57","57","31.5","5.4","11.4","0.478","0.8","2.4","0.328","4.6","9","0.519","0.513","2.2","2.8","0.77","0.9","4.6","5.5","1.4","0.8","0.1","1.2","2.1","13.8","Rui Hachimura","hachiru01"
"2020-21",20,"SAC","NBA","PG","58","20","30.1","5","10.7","0.472","2.1","5.1","0.409","2.9","5.6","0.529","0.569","0.8","1","0.857","0.7","2.3","3","5.3","1.3","0.5","1.6","1.4","13","Tyrese Haliburton","halibty01"
"2020-21",19,"TOT","NBA","PG,SG","51","1","17.4","2.7","6.1","0.435","0.5","1.7","0.31","2.1","4.4","0.482","0.478","1.1","1.6","0.671","0.6","2.9","3.5","1.7","0.4","0.2","1","1.2","6.9","R.J. Hampton","hamptrj01"
"2020-21",19,"DEN","NBA","PG","25","0","9.3","1","2.4","0.417","0.2","0.7","0.278","0.8","1.7","0.476","0.458","0.4","0.5","0.75","0.4","1.6","2","0.6","0.2","0.1","0.4","0.9","2.6","R.J. Hampton","hamptrj01"
"2020-21",19,"ORL","NBA","SG","26","1","25.2","4.3","9.7","0.439","0.8","2.7","0.319","3.4","7.1","0.484","0.482","1.8","2.7","0.657","0.7","4.2","5","2.8","0.6","0.3","1.6","1.5","11.2","R.J. Hampton","hamptrj01"
"2020-21",28,"DAL","NBA","SG","70","31","28.4","5.8","13","0.447","3","7.6","0.391","2.9","5.5","0.524","0.56","2","2.5","0.816","0.3","3","3.3","1.8","0.4","0.2","0.9","1.6","16.6","Tim Hardaway Jr.","hardati02"
"2020-21",31,"TOT","NBA","PG","44","43","36.6","7.8","16.7","0.466","2.8","7.6","0.362","5","9.1","0.553","0.548","6.3","7.3","0.861","0.8","7.1","7.9","10.8","1.2","0.8","4","2.3","24.6","James Harden","hardeja01"
"2020-21",31,"HOU","NBA","PG","8","8","36.3","7.5","16.9","0.444","3.1","9","0.347","4.4","7.9","0.556","0.537","6.6","7.5","0.883","0.6","4.5","5.1","10.4","0.9","0.8","4.3","1.8","24.8","James Harden","hardeja01"
"2020-21",31,"BRK","NBA","PG","36","35","36.6","7.8","16.6","0.471","2.7","7.3","0.366","5.2","9.4","0.552","0.551","6.3","7.3","0.856","0.8","7.7","8.5","10.9","1.3","0.8","4","2.4","24.6","James Harden","hardeja01"
"2020-21",27,"LAL","NBA","C","69","1","22.9","5.4","8.7","0.622","0","0.1","0","5.4","8.6","0.632","0.622","2.6","3.7","0.707","2.3","3.9","6.2","1.1","0.7","0.7","1.1","1.9","13.5","Montrezl Harrell","harremo01"
"2020-21",26,"TOT","NBA","SG","39","38","27.7","3.5","8.8","0.4","1.2","3.6","0.34","2.3","5.2","0.441","0.47","1.6","2","0.821","0.5","1.5","2","2","0.7","0.3","0.9","1.8","9.9","Gary Harris","harriga01"
"2020-21",26,"DEN","NBA","SG","19","19","30.6","3.6","8.2","0.442","1.3","3.9","0.32","2.4","4.3","0.556","0.519","1.2","1.6","0.733","0.7","1.8","2.5","1.7","0.9","0.2","0.7","1.9","9.7","Gary Harris","harriga01"
"2020-21",26,"ORL","NBA","SG","20","19","25","3.5","9.5","0.365","1.2","3.3","0.364","2.3","6.2","0.366","0.429","2.1","2.4","0.875","0.4","1.2","1.6","2.3","0.6","0.4","1.2","1.7","10.2","Gary Harris","harriga01"
"2020-21",29,"BRK","NBA","SF","69","65","31","5.2","10.2","0.505","3.1","6.4","0.475","2.1","3.8","0.555","0.654","0.7","0.9","0.778","0.6","3","3.6","1.9","0.7","0.2","0.9","2","14.1","Joe Harris","harrijo01"
"2020-21",28,"PHI","NBA","PF","62","62","32.5","7.6","14.9","0.512","1.3","3.4","0.394","6.3","11.5","0.546","0.556","2.9","3.3","0.892","1","5.8","6.8","3.5","0.9","0.8","1.7","1.9","19.5","Tobias Harris","harrito02"
"2020-21",27,"TOT","NBA","SG","34","0","9.8","0.8","2.3","0.333","0.1","0.5","0.188","0.7","1.8","0.371","0.353","0.5","0.6","0.818","0.2","1.2","1.4","0.7","0.5","0.1","0.3","1","2.1","Shaquille Harrison","harrish01"
"2020-21",27,"UTA","NBA","SG","17","0","3.3","0.4","1.2","0.3","0","0.1","0","0.4","1.1","0.333","0.3","0.3","0.4","0.833","0.2","0.4","0.5","0.5","0.1","0","0.3","0.2","1","Shaquille Harrison","harrish01"
"2020-21",27,"DEN","NBA","SG","17","0","16.3","1.2","3.4","0.345","0.2","0.8","0.214","1","2.6","0.386","0.371","0.8","0.9","0.813","0.2","2.1","2.3","0.9","0.9","0.3","0.4","1.8","3.3","Shaquille Harrison","harrish01"
"2020-21",25,"NOP","NBA","SF","47","4","28.7","3.2","7.3","0.439","1.3","4.1","0.326","1.9","3.2","0.583","0.531","1.5","1.9","0.775","1.1","6.9","8","2.3","0.8","0.3","1","2.4","9.2","Josh Hart","hartjo01"
"2020-21",22,"TOT","NBA","C","46","2","12.2","2","3.7","0.55","0","0.1","0.333","2","3.6","0.558","0.556","1","1.5","0.648","1.4","2.5","3.9","1.2","0.4","0.8","1","2.3","5.1","Isaiah Hartenstein","harteis01"
"2020-21",22,"DEN","NBA","C","30","0","9.1","1.4","2.7","0.513","0","0",NA,"1.4","2.7","0.513","0.513","0.7","1.2","0.611","1.3","1.5","2.8","0.5","0.4","0.7","0.7","2","3.5","Isaiah Hartenstein","harteis01"
"2020-21",22,"CLE","NBA","C","16","2","17.9","3.3","5.7","0.582","0.1","0.4","0.333","3.2","5.3","0.6","0.593","1.5","2.2","0.686","1.6","4.4","6","2.5","0.5","1.2","1.4","2.8","8.3","Isaiah Hartenstein","harteis01"
"2020-21",40,"MIA","NBA","C","1","0","3.0","2.0","2.0","1.000","0.0","0.0","","2.0","2.0","1.000","1.000","0.0","0.0","","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","4.0","Udonis Haslem","hasleud01"
"2020-21",20,"NOP","NBA","C","60","3","16.1","2.9","4.7","0.625","0.1","0.2","0.429","2.8","4.4","0.635","0.636","1.6","2","0.775","1.5","2.8","4.3","0.6","0.4","0.6","0.7","1.7","7.5","Jaxson Hayes","hayesja02"
"2020-21",19,"DET","NBA","PG","26","18","25.8","2.7","7.7","0.353","0.8","2.8","0.278","2","5","0.395","0.403","0.5","0.7","0.824","0.2","2.4","2.7","5.3","1","0.4","3.2","2.2","6.8","Killian Hayes","hayeski01"
"2020-21",30,"CHO","NBA","SF","44","44","34","7.1","15","0.473","1.9","4.7","0.415","5.1","10.3","0.499","0.537","3.5","4.2","0.843","0.8","5","5.9","4.1","1.2","0.3","2.1","1.7","19.6","Gordon Hayward","haywago01"
"2020-21",25,"MIN","NBA","PF","52","6","17.3","2.5","5.8","0.435","1.1","3.2","0.327","1.4","2.5","0.573","0.527","1.2","1.9","0.619","0.9","3.1","3.9","0.7","0.4","0.1","0.5","1","7.2","Juancho Hernangómez","hernaju01"
"2020-21",26,"NOP","NBA","C","47","12","18","3.2","5.7","0.563","0","0.2","0.1","3.2","5.5","0.581","0.565","1.3","2","0.667","2.5","4.6","7.1","1.1","0.5","0.5","0.7","1.4","7.8","Willy Hernangómez","hernawi01"
"2020-21",21,"MIA","NBA","SG","54","15","30.3","5.7","12.9","0.439","2","5.5","0.36","3.7","7.4","0.498","0.516","1.7","2.2","0.803","0.5","4.5","5","3.4","0.6","0.3","1.9","1.3","15.1","Tyler Herro","herroty01"
"2020-21",28,"SAC","NBA","SG","71","71","34.3","5.7","14","0.406","4","10.2","0.391","1.7","3.8","0.446","0.548","1.2","1.5","0.846","0.4","4.3","4.7","3.6","0.9","0.4","1.8","2.5","16.6","Buddy Hield","hieldbu01"
"2020-21",34,"TOT","NBA","PG","30","17","22.4","3.2","6.6","0.482","1","2.7","0.388","2.1","3.9","0.547","0.561","1.3","1.7","0.8","0.5","1.5","2","2.4","0.8","0.2","1","1","8.7","George Hill","hillge01"
"2020-21",34,"OKC","NBA","PG","14","14","26.4","4.4","8.6","0.508","1.6","4.1","0.386","2.8","4.5","0.619","0.6","1.5","1.8","0.84","0.6","1.5","2.1","3.1","0.9","0.1","0.9","0.9","11.8","George Hill","hillge01"
"2020-21",34,"PHI","NBA","PG","16","3","18.9","2.1","4.8","0.442","0.6","1.4","0.391","1.6","3.4","0.463","0.5","1.2","1.6","0.76","0.5","1.5","2","1.9","0.7","0.2","1.2","1.2","6","George Hill","hillge01"
"2020-21",24,"IND","NBA","PG","66","8","17.8","2.6","6.6","0.39","1","2.8","0.368","1.6","3.8","0.406","0.467","1","1.3","0.819","0.2","1.1","1.3","1.9","0.7","0.2","1","1.4","7.2","Aaron Holiday","holidaa01"
"2020-21",30,"MIL","NBA","PG","59","56","32.3","7","13.9","0.503","1.9","4.8","0.392","5.1","9.2","0.561","0.57","1.8","2.3","0.787","1.2","3.3","4.5","6.1","1.6","0.6","2.2","1.7","17.7","Jrue Holiday","holidjr01"
"2020-21",31,"IND","NBA","SG","72","52","30.3","3.6","8.7","0.413","2.4","6.3","0.382","1.2","2.4","0.494","0.551","0.9","1.2","0.788","0.4","3.1","3.6","1.7","1","0.6","0.8","1.9","10.5","Justin Holiday","holidju01"
"2020-21",27,"SAC","NBA","C","61","61","29.2","6","9.4","0.637","0","0.2","0.182","6","9.2","0.645","0.638","2.2","2.8","0.794","2.4","5.9","8.3","1.7","0.6","1.6","1.2","3.5","14.2","Richaun Holmes","holmeri01"
"2020-21",34,"OKC","NBA","C","28","28","27.9","5.8","12.9","0.45","2","5.4","0.368","3.8","7.4","0.51","0.528","0.6","0.8","0.818","1","5.7","6.7","3.4","0.9","0.9","1","1.7","14.2","Al Horford","horfoal01"
"2020-21",20,"LAL","NBA","SG","65","4","20.1","3.4","7.5","0.458","0.6","2","0.282","2.9","5.5","0.522","0.496","1.5","2","0.775","0.4","2.2","2.6","2.8","1","0.3","1.6","2","9","Talen Horton-Tucker","hortota01"
"2020-21",27,"HOU","NBA","SF","36","23","25.9","3.1","7.6","0.404","1.5","4.3","0.346","1.6","3.2","0.483","0.504","1.1","1.8","0.651","0.5","3.2","3.7","1.9","0.6","0.4","1","1.9","8.8","Danuel House Jr.","houseda01"
"2020-21",22,"ATL","NBA","SG","69","49","30.8","4.6","10.6","0.432","2","5.6","0.363","2.6","5","0.51","0.528","0.7","0.9","0.781","0.6","2.8","3.3","3.5","1.2","0.3","1.1","2.4","11.9","Kevin Huerter","huertke01"
"2020-21",23,"ATL","NBA","SF","23","19","29.5","5.2","10.8","0.484","1.3","4.1","0.326","3.9","6.7","0.582","0.546","3.2","3.7","0.859","0.7","4","4.8","1.9","0.8","0.5","1.3","2.6","15","De'Andre Hunter","huntede01"
"2020-21",31,"LAC","NBA","C","41","39","23.3","4.5","8.9",".510","1.0","2.8",".339","3.6","6.1",".588",".563","1.0","1.3",".811","1.8","4.9","6.7","1.8","0.2","1.1","1.1","1.9","11.1","Serge Ibaka","ibakase01"
"2020-21",37,"MIA","NBA","SF","63","5","21.3","1.5","3.9","0.383","1","2.9","0.33","0.6","1","0.53","0.504","0.4","0.6","0.658","0.6","2.9","3.5","2.3","0.9","0.6","1.1","1.4","4.4","Andre Iguodala","iguodan01"
"2020-21",33,"UTA","NBA","SF","67","30","27.9","4.1","8.4","0.489","2.7","6.1","0.451","1.4","2.3","0.59","0.652","1.1","1.3","0.844","0.4","3.2","3.6","4.7","0.7","0.2","1.7","1.8","12.1","Joe Ingles","inglejo01"
"2020-21",23,"NOP","NBA","SF","61","61","34.3","8.4","18","0.466","2.3","6.1","0.381","6.1","11.9","0.51","0.531","4.6","5.2","0.878","0.6","4.3","4.9","4.9","0.7","0.6","2.5","2","23.8","Brandon Ingram","ingrabr01"
"2020-21",28,"BRK","NBA","PG","54","54","34.9","10.2","20.1","0.506","2.8","7","0.402","7.4","13.1","0.561","0.576","3.7","4","0.922","1","3.8","4.8","6","1.4","0.7","2.4","2.6","26.9","Kyrie Irving","irvinky01"
"2020-21",23,"Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Did Not Play (injury—ACL)","Jonathan Isaac","isaacjo01"
"2020-21",22,"DET","NBA","PG","40","6","18.5","3.4","7.3",".457","1.5","3.8",".407","1.8","3.6",".510",".561","1.5","1.9",".813","0.4","1.8","2.2","0.9","0.4","0.0","0.9","1.3","9.8","Frank Jackson","jacksfr01"
"2020-21",21,"MEM","NBA","C","11","4","23.5","4.8","11.4","0.424","1.5","5.5","0.283","3.3","5.9","0.554","0.492","3.2","3.8","0.833","1.5","4.1","5.6","1.1","1.1","1.6","1.4","3.8","14.4","Jaren Jackson Jr.","jacksja02"
"2020-21",25,"TOT","NBA","SF","34","3","17","2.6","6.5","0.403","1.1","3.4","0.308","1.6","3.1","0.51","0.484","0.9","1.1","0.838","0.5","1.8","2.3","1.5","0.4","0.1","0.9","0.9","7.2","Justin Jackson","jacksju01"
"2020-21",25,"OKC","NBA","SF","33","3","16.5","2.6","6.4","0.406","1","3.4","0.306","1.6","3.1","0.515","0.486","0.9","1.1","0.857","0.4","1.7","2.2","1.5","0.5","0.1","0.9","0.9","7.2","Justin Jackson","jacksju01"
"2020-21",25,"MIL","NBA","SF","1","0","33","3","9","0.333","2","6","0.333","1","3","0.333","0.444","1","2","0.5","2","4","6","1","0","0","1","1","9","Justin Jackson","jacksju01"
