"Season","Age","Tm","Lg","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","player","ID"
"2020-21",35,"MIL","NBA","PF","20","1","19.9","0.9","2.3",".391","0.7","1.7",".394","0.3","0.7",".385",".533","0.2","0.3",".600","0.9","1.9","2.8","0.8","0.5","0.1","0.4","1.7","2.6","P.J. Tucker","tuckepj01"
"2020-21",24,"IND","NBA","C","47","47","31","4.4","9.2","0.477","1.5","4.4","0.335","2.9","4.8","0.606","0.557","2.4","3","0.782","1.3","5.2","6.5","1","0.9","3.4","1.4","3.5","12.6","Myles Turner","turnemy01"
"2020-21",28,"MEM","NBA","C","62","61","28.3","7.1","12","0.592","0.3","0.9","0.368","6.8","11.1","0.611","0.606","2.5","3.3","0.773","4.1","8.4","12.5","1.8","0.6","0.9","1.6","2.9","17.1","Jonas Valančiūnas","valanjo01"
"2020-21",26,"TOR","NBA","SG","52","52","36.5","6.5","16.7","0.389","3.3","9.2","0.366","3.2","7.6","0.416","0.489","3.3","3.7","0.885","0.6","3.6","4.2","6.3","1.7","0.7","1.8","2.3","19.6","Fred VanVleet","vanvlfr01"
"2020-21",21,"MIN","NBA","PF","64","30","17.8","2.2","3.7","0.606","0","0.1","0.2","2.2","3.6","0.615","0.608","0.9","1.6","0.559","1.8","3.9","5.8","1.2","1","0.7","0.8","1.9","5.4","Jarred Vanderbilt","vandeja01"
"2020-21",20,"SAS","NBA","SF","62","7","17","2","4.9","0.406","0.8","2.4","0.347","1.1","2.5","0.464","0.492","0.7","0.8","0.843","0.4","2.4","2.8","0.9","0.7","0.3","0.4","1.4","5.5","Devin Vassell","vassede01"
"2020-21",24,"MIA","NBA","PG","50","7","13.1","1.8","4.7","0.378","0.9","3","0.309","0.8","1.7","0.5","0.476","0.4","0.5","0.87","0.2","0.9","1.1","1.3","0.4","0","0.7","1.6","4.8","Gabe Vincent","vincega01"
"2020-21",25,"BRK","NBA","C","4","0","2.8","0.0","0.8",".000","0.0","0.5",".000","0.0","0.3",".000",".000","0.0","0.0","","0.0","0.3","0.3","0.3","0.0","0.0","0.5","0.5","0.0","Noah Vonleh","vonleno01"
"2020-21",30,"TOT","NBA","C","70","70","33.5","9.5","19.9","0.477","2.5","6.3","0.4","7","13.7","0.513","0.54","1.9","2.2","0.84","2.1","9.6","11.7","3.8","0.9","0.7","1.8","2","23.4","Nikola Vučević","vucevni01"
"2020-21",30,"ORL","NBA","C","44","44","34.1","9.9","20.6","0.48","2.7","6.5","0.406","7.3","14.1","0.515","0.545","2.1","2.5","0.827","2","9.8","11.8","3.8","1","0.6","1.9","1.8","24.5","Nikola Vučević","vucevni01"
"2020-21",30,"CHI","NBA","C","26","26","32.6","8.8","18.8","0.471","2.3","5.8","0.388","6.6","12.9","0.509","0.532","1.5","1.8","0.87","2.3","9.3","11.5","3.9","0.9","0.8","1.7","2.2","21.5","Nikola Vučević","vucevni01"
"2020-21",24,"CLE","NBA","PF","63","19","19.2","2.1","4.9","0.431","1.2","3.4","0.366","0.9","1.6","0.571","0.556","0.5","0.6","0.769","0.6","2.8","3.4","1.2","0.6","0.3","0.5","1.2","6","Dean Wade","wadede01"
"2020-21",23,"TOT","NBA","C","45","24","16","2.3","5.1","0.454","0.7","2","0.341","1.6","3.1","0.529","0.522","1.6","1.9","0.816","0.6","2.6","3.2","1.1","0.6","0.4","1","2.4","6.9","Moritz Wagner","wagnemo01"
"2020-21",23,"WAS","NBA","C","25","13","15","2.5","4.9","0.508","0.5","1.7","0.31","2","3.2","0.613","0.561","1.6","2.1","0.788","0.5","2.4","2.9","1.3","0.9","0.3","0.8","2.5","7.1","Moritz Wagner","wagnemo01"
"2020-21",23,"BOS","NBA","C","9","1","6.8","0.4","1.6","0.286","0.2","0.7","0.333","0.2","0.9","0.25","0.357","0.1","0.2","0.5","0.3","1.8","2.1","0.7","0","0.1","1","1.1","1.2","Moritz Wagner","wagnemo01"
"2020-21",23,"ORL","NBA","C","11","10","26","3.5","8.5","0.409","1.5","3.9","0.372","2","4.5","0.44","0.495","2.6","3","0.879","1","3.9","4.9","1.1","0.4","0.8","1.2","3.3","11","Moritz Wagner","wagnemo01"
"2020-21",30,"BOS","NBA","PG","43","43","31.8","6.6","15.7","0.42","3","8.2","0.36","3.7","7.5","0.486","0.514","3.1","3.5","0.899","0.4","3.6","4","4.9","1.1","0.3","2","1.4","19.3","Kemba Walker","walkeke02"
"2020-21",22,"SAS","NBA","SG","60","38","25.4","4.3","10.2","0.42","1.7","4.7","0.355","2.6","5.5","0.477","0.502","1","1.2","0.814","0.2","2.4","2.6","1.7","0.5","0.3","1.1","1.7","11.2","Lonnie Walker IV","walkelo01"
"2020-21",30,"HOU","NBA","PG","40","40","32.2","7.3","18.2",".404","2.0","6.2",".317","5.4","11.9",".449",".458","4.0","5.3",".749","0.4","2.8","3.2","6.9","1.1","0.8","3.5","1.2","20.6","John Wall","walljo01"
"2020-21",27,"IND","NBA","SF","4","4","29.3","6.8","12.8",".529","0.0","1.8",".000","6.8","11.0",".614",".529","2.0","2.5",".800","0.5","3.0","3.5","1.3","0.5","0.0","1.0","4.0","15.5","T.J. Warren","warretj01"
"2020-21",22,"CHO","NBA","PF","64","61","30.5","4.7","10.7","0.44","1.8","4.5","0.386","3","6.2","0.48","0.522","1.7","2.3","0.745","1.5","5.1","6.5","2.5","1.1","1.2","2","2.7","12.9","P.J. Washington","washipj01"
"2020-21",26,"TOR","NBA","SF","50","4","14.5","1.6","3.6","0.439","0.7","1.8","0.4","0.9","1.8","0.478","0.539","0.5","0.6","0.828","0.7","2.5","3.2","0.8","0.5","0.4","0.4","1.1","4.4","Yuta Watanabe","watanyu01"
"2020-21",32,"WAS","NBA","PG","65","65","36.4","8.4","19","0.439","1.3","4.2","0.315","7","14.8","0.475","0.474","4.2","6.4","0.656","1.7","9.9","11.5","11.7","1.4","0.4","4.8","2.9","22.2","Russell Westbrook","westbru01"
"2020-21",20,"CHI","NBA","PG","69","54","31.2","5.4","13.1","0.416","2.4","6.6","0.359","3.1","6.5","0.473","0.506","1.9","2.1","0.901","0.4","3.7","4.1","4.8","0.6","0.2","2.3","2.6","15.1","Coby White","whiteco01"
"2020-21",26,"SAS","NBA","SG","36","32","29.6","5.2","12.6","0.411","2.3","6.8","0.346","2.8","5.8","0.486","0.503","2.7","3.2","0.851","0.4","2.6","3","3.5","0.7","1","1.3","2.5","15.4","Derrick White","whitede01"
"2020-21",25,"GSW","NBA","PF","71","71","33.3","7.1","14.9","0.477","2","5.2","0.38","5.1","9.7","0.529","0.543","2.4","3.4","0.714","1.2","3.7","4.9","2.4","0.9","1","1.8","2.2","18.6","Andrew Wiggins","wiggian01"
"2020-21",22,"BOS","NBA","PF","63","9","18.1","1.7","3.9","0.437","0.8","2","0.372","1","1.9","0.508","0.534","0.5","0.8","0.588","0.8","2.1","2.8","1","0.5","0.4","0.9","2.6","4.7","Grant Williams","willigr01"
"2020-21",26,"OKC","NBA","PF","66","13","21.6","3.3","6.2","0.533","0.8","1.8","0.444","2.5","4.5","0.568","0.596","0.5","1","0.571","1.3","2.9","4.1","2.3","0.8","0.3","1.2","2.2","8","Kenrich Williams","willike04"
"2020-21",19,"CHI","NBA","PF","71","71","27.9","3.6","7.4","0.483","0.8","1.9","0.391","2.8","5.5","0.515","0.534","1.3","1.8","0.728","0.9","3.7","4.6","1.4","0.9","0.6","1.4","1.8","9.2","Patrick Williams","willipa01"
"2020-21",23,"BOS","NBA","C","52","13","18.9","3.6","5","0.721","0","0","0","3.6","4.9","0.727","0.721","0.9","1.4","0.616","2.6","4.3","6.9","1.8","0.8","1.8","1","2","8","Robert Williams","williro04"
"2020-21",20,"NOP","NBA","PF","61","61","33.2","10.4","17.0",".611","0.2","0.6",".294","10.2","16.4",".622",".616","6.0","8.7",".698","2.7","4.5","7.2","3.7","0.9","0.6","2.7","2.2","27.0","Zion Williamson","willizi01"
"2020-21",24,"CLE","NBA","SF","31","0","16.5","1.8","4.2","0.438","0.8","2.5","0.338","1","1.7","0.585","0.538","0.7","0.9","0.778","0.6","2.8","3.5","1.1","0.6","0.4","1","1.2","5.2","Dylan Windler","windldy01"
"2020-21",24,"MEM","NBA","SF","26","1","19.5","2.8","8.1","0.352","0.4","2.1","0.185","2.5","6","0.41","0.376","0.8","1.3","0.571","0.7","3.8","4.5","1.9","0.6","0.5","1.4","1.8","6.8","Justise Winslow","winslju01"
"2020-21",19,"GSW","NBA","C","39","27","21.4","4.9","9.4",".519","0.3","1.0",".316","4.6","8.5",".542",".535","1.4","2.2",".628","1.4","4.4","5.8","0.7","0.3","0.9","1.5","3.1","11.5","James Wiseman","wisemja01"
"2020-21",25,"HOU","NBA","C","41","41","32.3","8","15.6","0.514","1.9","5","0.374","6.1","10.6","0.581","0.574","3","4.8","0.631","1.9","7.8","9.6","1.7","0.8","1.2","2","2.1","21","Christian Wood","woodch01"
"2020-21",28,"TOT","NBA","PG,SG","63","39","27.7","3.8","8.2","0.463","1","2.7","0.372","2.8","5.5","0.509","0.525","1.6","2","0.802","1","3.2","4.3","4.4","1.6","0.5","1.3","1.2","10.2","Delon Wright","wrighde01"
"2020-21",28,"DET","NBA","SG","36","31","29.2","3.8","8.1","0.464","0.9","2.5","0.348","2.9","5.7","0.515","0.517","2","2.5","0.789","1","3.5","4.6","5","1.6","0.5","1.3","1.3","10.4","Delon Wright","wrighde01"
"2020-21",28,"SAC","NBA","PG","27","8","25.8","3.9","8.3","0.462","1.2","3.1","0.398","2.6","5.3","0.5","0.536","1.1","1.3","0.833","1","2.9","3.9","3.6","1.6","0.4","1.3","1.1","10","Delon Wright","wrighde01"
"2020-21",32,"CHI","NBA","PF","68","23","24.3","5.4","9.7","0.559","0.2","0.7","0.267","5.3","9.1","0.58","0.568","1","1.7","0.628","2.5","3.8","6.2","4.3","1.1","0.6","2","2.2","12.1","Thaddeus Young","youngth01"
"2020-21",22,"ATL","NBA","PG","63","63","33.7","7.7","17.7","0.438","2.2","6.3","0.343","5.6","11.3","0.491","0.499","7.7","8.7","0.886","0.6","3.3","3.9","9.4","0.8","0.2","4.1","1.8","25.3","Trae Young","youngtr01"
"2020-21",28,"CHO","NBA","C","48","21","20.9","3.8","6.8","0.559","0.1","0.6","0.143","3.7","6.2","0.598","0.565","1.8","2.5","0.714","2.5","4.4","6.8","1.8","0.6","0.4","1.1","2.5","9.4","Cody Zeller","zelleco01"
"2020-21",23,"LAC","NBA","C","72","33","22.3","3.6","5.5","0.652","0","0.1","0.25","3.6","5.4","0.656","0.654","1.9","2.4","0.789","2.6","4.6","7.2","1.3","0.3","0.9","1.1","2.6","9","Ivica Zubac","zubaciv01"
